,rank,country,region,score,gdp_per_capita,healthy_life_expectancy,freedom_to_life_choice,generosity,corruption_perceptions,year,social_support
44,45,Nicaragua,Latin America and Caribbean,6.105,1.764298107,3.539435335,3.085089494,2.113410391,1.354108088,2019,4.486895867
46,47,Argentina,Latin America and Caribbean,6.086,2.776100192,3.734422192,3.340407245,0.6974254291,0.5331134204,2019,4.849233873
47,48,Romania,Central and Eastern Europe,6.07,2.954055333,3.497046888,3.276577808,0.8770653123,0.05331134204,2019,4.171966572
48,49,Cyprus,Western Europe,6.046,3.210819178,4.416876191,2.879416861,2.007739872,0.4371530047,2019,4.141489544
49,50,Ecuador,Latin America and Caribbean,6.028,2.318501259,3.679317211,3.531895559,1.331448546,0.9276173515,2019,4.442873493
50,51,Kuwait,Middle East and Northern Africa,6.021,3.81332444,3.424986528,3.49643476,1.500521378,1.034240036,2019,4.466577848
51,52,Thailand,Southeastern Asia,6.008,2.669327108,3.509763422,3.950332984,3.793571652,0.2985435154,2019,4.771348134
52,53,Latvia,Central and Eastern Europe,5.94,3.01761074,3.441941907,1.872330176,0.7925288967,0.6823851781,2019,4.960982978
53,54,South Korea,Eastern Asia,5.895,3.307423397,4.391443123,1.127653401,1.849234092,0.5970870308,2019,4.127944198
54,55,Estonia,Central and Eastern Europe,5.893,3.144721555,3.704750279,3.51061908,1.088406351,1.716625214,2019,5.174322177
55,56,Jamaica,Latin America and Caribbean,5.89,2.11258174,3.522479957,3.475158281,1.130674559,0.2985435154,2019,5.005005352
56,57,Mauritius,Sub-Saharan Africa,5.888,2.847282248,3.382598081,3.531895559,2.27191617,0.6397361045,2019,4.747643778
57,58,Japan,Eastern Asia,5.886,3.373521021,4.611863048,3.156011092,0.7291265849,1.492717577,2019,4.805211499
58,59,Honduras,Latin America and Caribbean,5.86,1.63210286,3.509763422,3.595724997,2.599494781,0.8316569358,2019,4.185511918
59,60,Kazakhstan,Central and Eastern Europe,5.809,2.982019712,3.090117796,2.9077855,1.542789586,1.023577767,2019,5.106595447
60,61,Bolivia,Latin America and Caribbean,5.779,1.972759843,2.992624367,3.624093636,1.447686118,0.6823851781,2019,4.094080833
61,62,Hungary,Central and Eastern Europe,5.758,3.053201768,3.509763422,1.411339792,0.8559312084,0.2132453682,2019,4.77473447
62,63,Paraguay,Latin America and Caribbean,5.743,2.173594931,3.293582342,3.645370115,1.94433756,0.8529814726,2019,4.994846343
63,64,Cyprus,Western Europe,5.718,3.210819178,4.416876191,2.957430619,2.018306924,1.727287482,2019,4.994846343
64,65,Peru,Latin America and Caribbean,5.697,2.440527641,3.619973385,3.226932689,0.8770653123,0.287881247,2019,4.314192706
65,66,Portugal,Western Europe,5.693,3.104046094,4.234605868,3.602817156,0.4966514419,0.2665567102,2019,4.845847537
66,67,Pakistan,Southern Asia,5.653,1.72108043,2.267781921,2.219846004,2.32475143,1.044902304,2019,3.000294142
67,68,Russia,Central and Eastern Europe,5.648,3.007441875,3.077401262,2.368781359,0.8664982604,0.3305303206,2019,4.916960603
68,69,Philippines,Southeastern Asia,5.631,2.051568549,2.784920976,3.957425144,1.236345079,1.14086272,2019,4.378533099
69,70,Serbia,Central and Eastern Europe,5.603,2.552385158,3.619973385,1.999989051,1.447686118,0.4158284679,2019,4.683303384
70,71,Moldova,Central and Eastern Europe,5.529,1.741418161,3.132506243,1.73757914,1.912636404,0.4158284679,2019,4.497054877
71,72,Libya,Middle East and Northern Africa,5.525,2.65407381,2.852742492,2.950338459,1.40541791,1.620664798,2019,4.412396464
72,73,Montenegro,Central and Eastern Europe,5.523,2.671869324,3.692033745,1.397155472,1.500521378,0.8529814726,2019,4.608803981
73,74,Tajikistan,Central and Eastern Europe,5.467,1.253312632,3.043490504,2.758850145,2.43042195,1.535366651,2019,3.718197481
74,75,Croatia,Central and Eastern Europe,5.432,2.936259819,3.874304068,2.099279288,1.257479183,0.234569905,2019,4.287102014
76,77,Dominican Republic,Latin America and Caribbean,5.425,2.580349537,3.302060031,3.524803399,1.194076871,1.076889109,2019,4.744257442
77,78,Bosnia and Herzegovina,Central and Eastern Europe,5.386,2.402394397,3.581823783,1.503537868,2.779134664,0.06397361045,2019,4.104239842
78,79,Turkey,Middle East and Northern Africa,5.373,3.007441875,3.424986528,1.382971153,0.8770653123,1.130200451,2019,4.605417645
79,80,Malaysia,Southeastern Asia,5.339,3.104046094,3.509763422,3.602817156,2.747433508,0.2558944418,2019,3.965400046
80,81,Belarus,Central and Eastern Europe,5.323,2.712544785,3.344448479,1.666657543,0.9933028838,1.514042114,2019,4.960982978
81,82,Greece,Western Europe,5.287,3.002357442,4.234605868,0.4751747037,0.9933028838,0.3625171259,2019,3.914604998
82,83,Mongolia,Eastern Asia,5.285,2.410021046,2.827309424,2.248214643,2.48325721,0.4051661995,2019,5.184481187
83,84,Macedonia,Central and Eastern Europe,5.274,2.498998616,3.55215187,2.446795116,1.954904612,0.3625171259,2019,4.381919436
84,85,Nigeria,Sub-Saharan Africa,5.265,1.76938254,1.038516955,3.021260056,2.27191617,0.4371530047,2019,3.762219855
86,87,Turkmenistan,Central and Eastern Europe,5.247,2.67441154,2.784920976,2.794310944,2.578360677,0.2985435154,2019,5.208185543
87,88,Algeria,Middle East and Northern Africa,5.211,2.547300726,3.3274931,0.6099257391,0.7713947928,1.215498599,2019,3.928150344
88,89,Morocco,Middle East and Northern Africa,5.208,2.036315251,3.314776566,2.964522778,0.3804138704,0.810332399,2019,2.648115146
89,90,Azerbaijan,Central and Eastern Europe,5.208,2.651531594,3.259671584,2.489348075,0.3698468184,1.94053285,2019,3.88412797
90,91,Lebanon,Middle East and Northern Africa,5.197,2.509167481,3.454658441,1.531906507,1.754130625,0.287881247,2019,4.14487588
91,92,Indonesia,Southeastern Asia,5.192,2.366803369,2.797637511,3.48225044,5.262391874,0.2985435154,2019,4.073762814
92,93,China,Eastern Asia,5.191,2.615940566,3.785288329,3.695015233,0.6128890134,1.066226841,2019,3.809628567
93,94,Vietnam,Southeastern Asia,5.175,1.883782273,3.607256851,3.851042748,1.553356637,0.7783455938,2019,4.558008934
94,95,Bhutan,Southern Asia,5.082,2.066821846,2.560262207,3.241117009,3.909809224,1.780598824,2019,4.473350521
95,96,Cameroon,Sub-Saharan Africa,5.044,1.395676745,1.4030576,2.702112867,1.976038716,0.3945039311,2019,3.081566218
96,97,Bulgaria,Central and Eastern Europe,5.011,2.776100192,3.454658441,2.205661684,0.8559312084,0.04264907363,2019,5.12352713
97,98,Ghana,Sub-Saharan Africa,4.996,1.553294155,2.060078531,2.702112867,2.588927729,0.4264907363,2019,2.939340085
98,99,Ivory Coast,Sub-Saharan Africa,4.944,1.446521071,0.9834119734,2.496440234,1.627326001,0.9596041567,2019,2.736159895
99,100,Nepal,Southern Asia,4.913,1.133828467,2.869697871,3.113458133,3.011609807,0.9489418883,2019,4.151648553
100,101,Jordan,Middle East and Northern Africa,4.906,2.127835037,3.454658441,2.716297187,1.162375715,1.386094893,2019,4.148262217
101,102,Benin,Sub-Saharan Africa,4.883,0.9990910032,1.682821351,2.475163755,1.849234092,0.8743060095,2019,1.479829052
102,103,Congo (Brazzaville),Sub-Saharan Africa,4.812,1.710911565,2.153333114,2.638283429,1.109540455,0.9915909619,2019,2.705682866
103,104,Gabon,Sub-Saharan Africa,4.799,2.687122622,2.420380331,2.092187128,0.4543832341,0.5864247624,2019,4.006036084
104,105,Laos,Southeastern Asia,4.796,1.942253248,2.335603437,3.879411387,2.81083582,1.748612019,2019,3.487926599
105,106,South Africa,Sub-Saharan Africa,4.722,2.440527641,1.98801817,2.758850145,1.373716754,0.5864247624,2019,4.574940616
106,107,Albania,Central and Eastern Europe,4.719,2.40747883,3.704750279,2.716297187,1.880935248,0.287881247,2019,2.871613355
107,108,Venezuela,Latin America and Caribbean,4.707,2.440527641,3.412269994,1.092192603,0.6762913252,0.5011266152,2019,4.832302191
108,109,Cambodia,Southeastern Asia,4.7,1.459232152,2.700144082,4.319125292,2.451556054,0.6610606413,2019,3.799469557
109,110,Palestinian Territories,Middle East and Northern Africa,4.696,1.670236105,2.848503647,1.595735945,1.088406351,0.7037097149,2019,4.22276162
110,111,Senegal,Sub-Saharan Africa,4.681,1.143997332,2.420380331,2.070910649,1.616758949,0.7676833254,2019,3.840105595
111,112,Somalia,Sub-Saharan Africa,4.668,1.143997332,1.136010383,3.964517304,2.567793625,2.87881247,2019,2.36366288
112,113,Namibia,Sub-Saharan Africa,4.639,2.234608122,2.021928928,2.843956062,0.7396936369,0.5970870308,2019,4.446259829
113,114,Niger,Sub-Saharan Africa,4.628,0.3508258484,1.551417165,2.255306803,1.986605768,1.087551378,2019,2.621024454
114,115,Burkina Faso,Sub-Saharan Africa,4.587,0.841473593,1.610760991,1.808500738,1.870368196,1.20483633,2019,3.575971348
115,116,Armenia,Central and Eastern Europe,4.559,2.160883849,3.454658441,2.007081211,1.003869936,0.6823851781,2019,3.572585011
116,117,Iran,Middle East and Northern Africa,4.548,2.796437922,3.3274931,2.163108726,2.853104028,1.332783551,2019,2.851295336
117,118,Guinea,Sub-Saharan Africa,4.534,0.9660421914,1.589566767,2.354597039,2.187379755,0.9169550831,2019,2.807272961
118,119,Georgia,Central and Eastern Europe,4.519,2.252403636,3.187611224,2.453887276,0.4543832341,1.748612019,2019,2.255300111
119,120,Gambia,Sub-Saharan Africa,4.516,0.7830026183,1.814225537,2.709205027,2.842536976,1.780598824,2019,3.179769977
120,121,Kenya,Sub-Saharan Africa,4.509,1.301614742,2.462768778,3.056720855,3.930943327,0.5651002256,2019,3.328768783
121,122,Mauritania,Sub-Saharan Africa,4.49,1.449063287,2.072795065,0.4680825439,1.120107507,0.9382796199,2019,3.9518547
122,123,Mozambique,Sub-Saharan Africa,4.466,0.5186121238,1.653149438,3.50352692,2.081709235,1.47139304,2019,3.338927793
123,124,Tunisia,Middle East and Northern Africa,4.461,2.341381206,3.454658441,1.184390679,0.6234560654,0.5864247624,2019,3.386336504
124,125,Bangladesh,Southern Asia,4.456,1.428725557,3.064684728,3.737568192,1.754130625,1.524704382,2019,3.142520275
125,126,Iraq,Middle East and Northern Africa,4.437,2.651531594,2.433096865,1.709210501,1.563923689,0.9489418883,2019,3.318609774
126,127,Congo (Kinshasa),Sub-Saharan Africa,4.418,0.2389683315,1.513267563,1.907790975,2.240215015,0.5651002256,2019,3.809628567
127,128,Mali,Sub-Saharan Africa,4.39,0.9787532728,1.305564172,2.31913624,1.616758949,0.5544379572,2019,3.741901836
128,129,Sierra Leone,Sub-Saharan Africa,4.374,0.6813139665,1.025800421,2.191477365,2.662897093,0.4798020784,2019,2.847909
129,130,Sri Lanka,Southern Asia,4.366,2.412563262,3.522479957,3.333315086,2.578360677,0.5011266152,2019,4.283715677
130,131,Myanmar,Southeastern Asia,4.36,1.804973568,2.352558816,3.723383872,5.980951407,1.833910166,2019,3.999263411
131,132,Chad,Sub-Saharan Africa,4.35,0.8897757026,0.8138581849,1.234035798,2.092276287,0.8316569358,2019,2.593933762
132,133,Ukraine,Central and Eastern Europe,4.332,2.08461736,3.132506243,1.262404437,1.976038716,0.1066226841,2019,4.70700774
133,134,Ethiopia,Sub-Saharan Africa,4.286,0.8541846745,2.255065387,2.439702956,2.208513859,1.066226841,2019,3.498085608
134,135,Swaziland,Sub-Saharan Africa,4.212,2.061737414,2.255065387,2.219846004,0.7819618447,1.439406235,2019,3.890900643
135,136,Uganda,Sub-Saharan Africa,4.189,0.8440158093,1.877808208,2.524808873,2.662897093,0.6397361045,2019,3.619993722
136,137,Egypt,Middle East and Northern Africa,4.166,2.321043476,2.729815995,1.709210501,0.8030959486,0.7143719833,2019,3.518403627
137,138,Zambia,Sub-Saharan Africa,4.107,1.469401017,1.805747848,3.056720855,2.610061833,0.9276173515,2019,3.582744021
138,139,Sudan,Sub-Saharan Africa,4.139,1.619042499,1.279378672,0.1000071364,1.36359601,0.8567297595,2019,1.93698448
139,140,Togo,Sub-Saharan Africa,4.085,0.6991094806,1.737926332,2.078002809,1.870368196,0.9062928147,2019,2.590547425
140,141,India,Southern Asia,4.015,1.919373301,2.492440691,3.531895559,2.113410391,0.9062928147,2019,3.122202256
141,142,Liberia,Sub-Saharan Africa,3.975,0.1855817894,1.877808208,2.62409911,2.462123106,0.3518548575,2019,2.563456733
142,143,Comoros,Sub-Saharan Africa,3.973,0.6965672643,2.14061658,1.007086685,2.905939288,0.8316569358,2019,3.101884237
143,144,Madagascar,Sub-Saharan Africa,3.933,0.6965672643,2.352558816,1.049639644,1.78583178,0.4371530047,2019,3.958627373
144,145,Lesotho,Sub-Saharan Africa,3.802,1.243143767,0.7121259118,2.546085353,1.130674559,0.9915909619,2019,1.513692417
145,146,Burundi,Sub-Saharan Africa,3.775,0.1169419495,1.610760991,1.560275146,1.859801144,1.919208313,2019,3.772378865
146,147,Zimbabwe,Sub-Saharan Africa,3.663,0.9304511633,1.835419761,2.560269672,1.595624845,0.9489418883,2019,2.329799514
147,148,Haiti,Latin America and Caribbean,3.597,0.8211358627,1.903241276,0.1843961537,4.427594769,1.172849525,2019,3.877355297
148,149,Botswana,Sub-Saharan Africa,3.488,2.646447161,2.280498456,3.226932689,0.2641762989,1.066226841,2019,1.280035198
149,150,Syria,Middle East and Northern Africa,3.462,1.573631885,1.865091674,0.09219807684,3.497694197,1.503379846,2019,1.896348442
150,151,Malawi,Sub-Saharan Africa,3.41,0.485563312,2.098228133,3.141826772,2.303617326,0.9489418883,2019,3.938309354
151,152,Yemen,Middle East and Northern Africa,3.38,0.7296160761,1.962585102,1.014178845,1.141241611,0.8209946674,2019,2.407685254
152,153,Rwanda,Sub-Saharan Africa,3.334,0.9126556492,2.602650654,3.936148665,2.293050274,4.382192316,2019,2.996907806
153,154,Tanzania,Sub-Saharan Africa,3.231,1.210094956,2.115183512,2.957430619,2.91650634,1.567353456,2019,1.750735972
154,155,Afghanistan,Southern Asia,3.203,0.8897757026,1.530222941,2.957430619,1.669594209,0.2665567102,2019,1.750735972
155,156,Central African Republic,Sub-Saharan Africa,3.083,0.06609762362,0.4450786949,1.595735945,2.48325721,0.3731793943,2019,1.94714349
156,157,South Sudan,Sub-Saharan Africa,2.853,0.7779181857,1.25045919,0.07092159757,2.134544495,0.9702664251,2019,1.94714349
